task,sample_id,dataset,source_id,subject,difficulty,requested_budget_tokens,budget_tokens,estimated_prompt_tokens,seq_len,returncode,runner_returncode,adb_pull_returncode,prompt_tokens,generated_tokens,model_load_ms,ttft_ms,prefill_latency_ms,decode_latency_ms,inference_ms,e2e_latency_ms,prefill_token_per_sec,decode_token_per_sec,seq_len_stop,qnn_shards_restored,output_chars,replacement_chars,energy_j,average_power_w,energy_per_token_j,edp_j_s,start_voltage_v,end_voltage_v,start_current_a,end_current_a,start_skin_temp_c,end_skin_temp_c,max_skin_temp_c,peak_rss_mb,peak_vmhwm_mb,memory_use_mb,telemetry_sample_count,power_sample_count,energy_measurement_status,telemetry_path,output_path,log_path,predicted_answer,gold_answer,normalized_predicted_answer,normalized_gold_answer,answer_parse_method,score_method,score_correct,runner_reported_returncode,device_connection_status,error
GSM8K,gsm8k_0011,GSM8K,11,Grade School Math,,128,128,126,254,0,0,0,126,127,1611,136,136,8577,8713,8713,926.471,14.807,True,4,389,0,3.1095626675648256,0.3568877157769799,0.024484745413896263,27.09361952249232,4.363184014869888,4.337441077441078,0.037332713754646835,0.09151178451178452,35.740166356877324,35.904929292929296,35.904929292929296,34.77734375,1003.640625,1003.640625,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0011/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0011/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0011/runner.log,NA,366,NA,366,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0012,GSM8K,12,Grade School Math,,128,128,130,258,0,0,0,130,127,1626,255,255,8697,8952,8952,509.804,14.6027,True,4,374,0,0.6970245411331446,0.07786243757072661,0.005488382213646808,6.23976369222391,4.2975881612090685,4.363159742696328,0.11116939546599497,0.015366389707853123,35.98069521410579,35.344085231841326,35.992,34.5078125,1003.55078125,1003.55078125,11,9,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0012/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0012/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0012/runner.log,NA,694,NA,694,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0013,GSM8K,13,Grade School Math,,128,128,133,261,0,0,0,133,127,2806,253,253,8588,8841,8841,525.692,14.7881,True,4,448,0,2.8392020726799774,0.32114037695735526,0.022355921832125807,25.10138552456368,4.341848780487805,4.3561571582346605,0.07617658536585364,0.06448008611410118,34.0578868292683,34.78834122712594,34.78834122712594,34.54296875,1003.5546875,1003.5546875,26,26,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0013/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0013/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0013/runner.log,18,13,18,13,exact_answer_phrase,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0014,GSM8K,14,Grade School Math,,128,128,123,251,0,0,0,123,127,2372,141,141,8315,8456,8456,872.34,15.2736,True,4,436,0,3.328664455511814,0.3936452761958153,0.02620995634261271,28.1471866358079,4.351546341463415,4.326640625,0.016282926829268293,0.11504296875,35.07409756097561,35.67624609375,35.67624609375,34.47265625,1003.44921875,1003.44921875,24,24,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0014/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0014/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0014/runner.log,NA,18,NA,18,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0015,GSM8K,15,Grade School Math,,128,128,118,246,0,0,0,118,127,1502,130,130,8568,8698,8698,907.692,14.8226,True,4,507,0,2.6764184282019756,0.3077050388827288,0.02107416085198406,23.279487488500784,4.289015841584159,4.341878378378379,0.17074554455445545,0.013846846846846846,36.13003069306931,36.38527027027027,36.38527027027027,34.55859375,1003.39453125,1003.39453125,22,22,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0015/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0015/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0015/runner.log,NA,60,NA,60,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0016,GSM8K,16,Grade School Math,,128,128,160,288,0,0,0,160,127,1487,261,261,8521,8782,8782,613.027,14.9044,True,4,431,0,3.5324023734856813,0.4022321081172491,0.027814191917210088,31.021557643951255,4.345397510373444,4.337233890214797,0.043126970954356844,0.1006945107398568,36.46271701244813,36.62967303102625,36.62967303102625,34.75,1003.515625,1003.515625,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0016/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0016/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0016/runner.log,NA,125,NA,125,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0017,GSM8K,17,Grade School Math,,128,128,119,247,0,0,0,119,127,1550,135,135,8533,8668,8668,881.481,14.8834,True,4,481,0,2.5755555112092394,0.2971337691750392,0.02027996465519086,22.324915171161685,4.366096246390761,4.328398016997167,0.018471607314725698,0.11934985835694051,36.729531280077,36.842481586402265,36.846,34.4296875,1003.484375,1003.484375,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0017/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0017/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0017/runner.log,NA,230,NA,230,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0018,GSM8K,18,Grade School Math,,128,128,123,251,0,0,0,123,127,1539,133,133,8546,8679,8679,924.812,14.8608,True,4,353,0,3.1120839543816614,0.3585763284228208,0.024504598065997335,27.00977664007844,4.373378405650858,4.332221468926553,0.01684359233097881,0.10481129943502825,36.901066599394554,37.013901694915255,37.013901694915255,34.6484375,1003.40625,1003.40625,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0018/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0018/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0018/runner.log,57500,57500,57500,57500,exact_answer_phrase,gsm8k_numeric_exact,True,,,
GSM8K,gsm8k_0019,GSM8K,19,Grade School Math,,128,128,94,222,0,0,0,94,127,2110,171,171,8576,8747,8747,549.708,14.8088,True,4,399,0,2.117098509355742,0.2420370995033431,0.016670067002801117,18.518260661334676,4.350720841300191,4.351268328445748,0.0373585086042065,0.03997360703812317,37.079439770554494,37.111259530791784,37.121,34.60546875,1003.76953125,1003.76953125,24,24,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0019/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0019/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0019/runner.log,NA,7,NA,7,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0020,GSM8K,20,Grade School Math,,128,128,131,259,0,0,0,131,127,1629,262,262,8573,8835,8835,500,14.814,True,4,496,0,2.7376764320072606,0.3098671683086882,0.021556507338639848,24.187371276784148,4.368390476190476,4.335817248459959,0.029657142857142858,0.0906652977412731,37.18361904761905,37.27316427104723,37.279,34.81640625,1003.81640625,1003.81640625,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0020/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0020/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0020/runner.log,NA,6,NA,6,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0021,GSM8K,21,Grade School Math,,128,128,129,257,0,0,0,129,127,1437,261,261,8524,8785,8785,494.253,14.8991,True,4,435,0,3.013858510525333,0.3430686978401062,0.02373116937421522,26.476747014965053,4.344,4.365241803278688,0.08112140871177016,0.0384016393442623,37.34997126969416,37.53863114754098,37.53863114754098,34.6640625,1003.5,1003.5,22,22,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0021/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0021/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0021/runner.log,NA,15,NA,15,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0022,GSM8K,22,Grade School Math,,128,128,111,239,0,0,0,111,127,1601,137,137,8591,8728,8728,810.219,14.7829,True,4,534,0,3.0413417838702284,0.3484580412316944,0.02394757310134038,26.544831089619354,4.355002926829268,4.3382836587872555,0.03517463414634146,0.07521891058581706,37.67286243902439,37.68146968139774,37.706,34.44140625,1003.38671875,1003.38671875,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0022/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0022/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0022/runner.log,NA,14,NA,14,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0023,GSM8K,23,Grade School Math,,128,128,121,249,0,0,0,121,127,1574,137,137,8587,8724,8724,883.212,14.7898,True,4,446,0,3.5036197245145155,0.4016070294033145,0.027587556885941066,30.565578476664633,4.357820564516129,4.333820895522388,0.025962701612903226,0.077,37.73560685483871,37.76,37.76,34.30078125,1003.4609375,1003.4609375,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0023/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0023/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0023/runner.log,NA,7,NA,7,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0024,GSM8K,24,Grade School Math,,128,128,106,234,0,0,0,106,127,1517,138,138,8570,8708,8708,768.116,14.8191,True,4,412,0,2.6730431150065175,0.30696406924741815,0.021047583582728485,23.276859445476756,4.3612397388059705,4.344335329341318,0.0278544776119403,0.07167664670658683,37.79623787313433,37.837,37.837,34.9453125,1003.93359375,1003.93359375,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0024/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0024/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0024/runner.log,NA,8,NA,8,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0025,GSM8K,25,Grade School Math,,128,128,105,233,0,0,0,105,127,1558,137,137,8556,8693,8693,766.423,14.8434,True,4,458,0,2.549397326280719,0.29327013991495676,0.02007399469512377,22.161910957358288,4.369047337278107,4.329917721518988,0.02245562130177515,0.08733544303797469,37.89813412228796,37.94998101265823,37.94998101265823,34.76953125,1003.6875,1003.6875,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0025/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0025/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0025/runner.log,NA,26,NA,26,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0026,GSM8K,26,Grade School Math,,128,128,133,261,0,0,0,133,127,1640,272,272,8530,8802,8802,488.971,14.8886,True,4,427,0,2.1873585702800975,0.24850699503295814,0.017223295828977147,19.253130135605417,4.339115198451113,4.347181328545781,0.024723136495643755,0.08417594254937164,38.009,38.065,38.065,34.8671875,1003.6015625,1003.6015625,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0026/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0026/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0026/runner.log,NA,2,NA,2,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0027,GSM8K,27,Grade School Math,,128,128,134,262,0,0,0,134,127,2026,266,266,8615,8881,8881,503.759,14.7417,True,4,425,0,2.20354814998548,0.24811937281674137,0.01735077283453134,19.56971112002105,4.364208065994501,4.357417879417879,0.024055912007332723,0.01593139293139293,38.133571035747025,38.19319542619542,38.19319542619542,34.359375,1003.3671875,1003.3671875,24,24,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0027/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0027/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0027/runner.log,NA,243,NA,243,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0028,GSM8K,28,Grade School Math,,128,128,124,252,0,0,0,124,127,1492,134,134,8555,8689,8689,925.373,14.8451,True,4,444,0,2.933772780692155,0.33764216603661584,0.023100573076316182,25.491551691434136,4.3821473010064045,4.316182902584494,0.014264409881061292,0.13660636182902583,38.25675297346752,38.3072027833002,38.3072027833002,34.53125,1003.38671875,1003.38671875,22,22,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0028/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0028/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0028/runner.log,NA,16,NA,16,missing_answer_marker,gsm8k_numeric_exact,False,,,
GSM8K,gsm8k_0029,GSM8K,29,Grade School Math,,128,128,116,244,0,0,0,116,127,2244,138,138,8205,8343,8343,840.58,15.4784,True,4,465,0,3.732303160713142,0.4473574446497833,0.029388213863883007,31.138605269829743,4.343928727272727,4.293372634643377,0.049337454545454545,0.14965647743813684,38.387,38.60190101892285,38.60190101892285,34.72265625,1003.609375,1003.609375,23,23,measured_signed_battery_energy,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0029/telemetry.csv,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0029/generated_text.txt,/home/lyyyy/pace/results/oneplus/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0029/runner.log,NA,25,NA,25,missing_answer_marker,gsm8k_numeric_exact,False,,,
