run_id,timestamp_start,timestamp_end,assignee,task_group,device_id,runtime,model,quantization,backend,performance_mode,htp_performance_mode,htp_performance_mode_name,strategy,dataset,sample_id,repeat_id,prompt_tokens,target_output_tokens,actual_output_tokens,ttft_ms,decode_latency_ms,tpot_ms,e2e_latency_ms,energy_batch_id,energy_j,start_temp_c,end_temp_c,start_npu_temp_c,end_npu_temp_c,thermal_status,task_success,deadline_ms,progress_satisfied,error_type,notes,tbt_p50_ms,tbt_p95_ms,stall_ratio,visible_tokens_per_second
w1_004_always_max_b512_r2,2026-07-16T15:04:02+08:00,2026-07-16T15:04:31+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_004,2,18,512,326,129,14042,43.074,14171,W1_streaming_chat_always_max_b512_2fae542615,NA,47.992,47.808,54.6,55.3,0,true,NA,true,none,"physical_run_id=w1_004_always_max_b512_r2;prompt=""Why does first-token latency matter in streaming chat?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_always_max_b512_2fae542615;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=326;n_inter_token_gaps=325;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_004_always_max_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",42.0,46.0,0.0,23.145
w1_004_always_max_b512_r3,2026-07-16T15:04:31+08:00,2026-07-16T15:04:59+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_004,3,18,512,326,119,12801,39.267,12920,W1_streaming_chat_always_max_b512_2fae542615,NA,47.793,48.24,54.9,56.5,0,true,NA,true,none,"physical_run_id=w1_004_always_max_b512_r3;prompt=""Why does first-token latency matter in streaming chat?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_always_max_b512_2fae542615;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=326;n_inter_token_gaps=325;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_004_always_max_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",38.0,43.0,0.0,25.389
w1_005_always_max_b512_r1,2026-07-16T15:04:59+08:00,2026-07-16T15:05:32+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq535_budget512_temp0.0,w1_manual_prompts,w1_005,1,23,512,481,122,18907,39.308,19029,W1_streaming_chat_always_max_b512_2fae542615,NA,48.232,50.254,56.1,58.4,1,true,NA,true,none,"physical_run_id=w1_005_always_max_b512_r1;prompt=""What is a good tradeoff between speed and battery life for mobile AI?"";difficulty=normal;max_seq_len=535;estimated_prompt_tokens=23;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_always_max_b512_2fae542615;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=481;n_inter_token_gaps=480;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_005_always_max_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=1",38.0,43.0,0.0,25.387
w1_005_always_max_b512_r2,2026-07-16T15:05:33+08:00,2026-07-16T15:06:06+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq535_budget512_temp0.0,w1_manual_prompts,w1_005,2,23,512,481,117,19074,39.655,19191,W1_streaming_chat_always_max_b512_2fae542615,NA,50.263,51.095,58.0,59.2,1,true,NA,true,none,"physical_run_id=w1_005_always_max_b512_r2;prompt=""What is a good tradeoff between speed and battery life for mobile AI?"";difficulty=normal;max_seq_len=535;estimated_prompt_tokens=23;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_always_max_b512_2fae542615;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=481;n_inter_token_gaps=480;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_005_always_max_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=1;thermal_status_end=1",39.0,43.0,0.0,25.165
w1_005_always_max_b512_r3,2026-07-16T15:06:07+08:00,2026-07-16T15:06:42+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq535_budget512_temp0.0,w1_manual_prompts,w1_005,3,23,512,481,123,18818,39.123,18941,W1_streaming_chat_always_max_b512_2fae542615,NA,51.095,51.586,58.8,57.6,1,true,NA,true,none,"physical_run_id=w1_005_always_max_b512_r3;prompt=""What is a good tradeoff between speed and battery life for mobile AI?"";difficulty=normal;max_seq_len=535;estimated_prompt_tokens=23;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_always_max_b512_2fae542615;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=481;n_inter_token_gaps=480;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_005_always_max_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=1;thermal_status_end=1",38.0,43.0,0.0,25.507
w1_006_always_max_b512_r1,2026-07-16T15:06:42+08:00,2026-07-16T15:07:18+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_006,1,18,512,488,122,19363,39.678,19485,W1_streaming_chat_always_max_b512_2fae542615,NA,51.553,51.668,57.6,58.8,2,true,NA,true,none,"physical_run_id=w1_006_always_max_b512_r1;prompt=""Why can average tokens per second hide short stalls?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_always_max_b512_2fae542615;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=488;n_inter_token_gaps=487;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_006_always_max_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=1;thermal_status_end=2",39.0,43.0,0.0,25.151
w1_006_always_max_b512_r2,2026-07-16T15:07:19+08:00,2026-07-16T15:07:55+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_006,2,18,512,488,121,19309,39.568,19430,W1_streaming_chat_always_max_b512_2fae542615,NA,51.668,52.2,58.8,60.7,2,true,NA,true,none,"physical_run_id=w1_006_always_max_b512_r2;prompt=""Why can average tokens per second hide short stalls?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_always_max_b512_2fae542615;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=488;n_inter_token_gaps=487;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_006_always_max_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=2;thermal_status_end=2",39.0,43.0,0.0,25.221
w1_006_always_max_b512_r3,2026-07-16T15:07:55+08:00,2026-07-16T15:08:28+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_006,3,18,512,488,121,19292,39.533,19413,W1_streaming_chat_always_max_b512_2fae542615,NA,52.191,52.817,60.3,61.1,2,true,NA,true,none,"physical_run_id=w1_006_always_max_b512_r3;prompt=""Why can average tokens per second hide short stalls?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_always_max_b512_2fae542615;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=488;n_inter_token_gaps=487;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_006_always_max_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=2;thermal_status_end=2",39.0,43.0,0.0,25.244
w1_001_balanced_b512_r1,2026-07-16T16:28:28+08:00,2026-07-16T16:29:06+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_001,1,18,512,362,185,24447,67.533,24632,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,32.362,35.807,32.3,39.2,0,true,NA,true,none,"physical_run_id=w1_001_balanced_b512_r1;prompt=""Why is on-device AI useful for mobile users?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=362;n_inter_token_gaps=361;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_001_balanced_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.769
w1_001_balanced_b512_r2,2026-07-16T16:29:06+08:00,2026-07-16T16:29:45+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_001,2,18,512,362,187,24563,67.854,24750,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,35.813,36.794,39.2,40.7,0,true,NA,true,none,"physical_run_id=w1_001_balanced_b512_r2;prompt=""Why is on-device AI useful for mobile users?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=362;n_inter_token_gaps=361;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_001_balanced_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.7
w1_001_balanced_b512_r3,2026-07-16T16:29:45+08:00,2026-07-16T16:30:24+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_001,3,18,512,362,184,24488,67.646,24672,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,36.8,37.369,40.3,40.3,0,true,NA,true,none,"physical_run_id=w1_001_balanced_b512_r3;prompt=""Why is on-device AI useful for mobile users?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=362;n_inter_token_gaps=361;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_001_balanced_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.742
w1_002_balanced_b512_r1,2026-07-16T16:30:24+08:00,2026-07-16T16:31:01+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq532_budget512_temp0.0,w1_manual_prompts,w1_002,1,20,512,351,184,23630,67.322,23814,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,37.382,37.789,40.3,41.1,0,true,NA,true,none,"physical_run_id=w1_002_balanced_b512_r1;prompt=""What makes a chatbot response feel smooth to a user?"";difficulty=normal;max_seq_len=532;estimated_prompt_tokens=20;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=351;n_inter_token_gaps=350;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_002_balanced_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",67.0,68.0,0.0,14.813
w1_002_balanced_b512_r2,2026-07-16T16:31:02+08:00,2026-07-16T16:31:39+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq532_budget512_temp0.0,w1_manual_prompts,w1_002,2,20,512,351,189,23722,67.584,23911,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,37.801,38.146,40.7,41.5,0,true,NA,true,none,"physical_run_id=w1_002_balanced_b512_r2;prompt=""What makes a chatbot response feel smooth to a user?"";difficulty=normal;max_seq_len=532;estimated_prompt_tokens=20;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=351;n_inter_token_gaps=350;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_002_balanced_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.754
w1_002_balanced_b512_r3,2026-07-16T16:31:40+08:00,2026-07-16T16:32:18+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq532_budget512_temp0.0,w1_manual_prompts,w1_002,3,20,512,351,187,23713,67.558,23900,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,38.152,38.491,41.1,41.5,0,true,NA,true,none,"physical_run_id=w1_002_balanced_b512_r3;prompt=""What makes a chatbot response feel smooth to a user?"";difficulty=normal;max_seq_len=532;estimated_prompt_tokens=20;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=351;n_inter_token_gaps=350;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_002_balanced_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.76
w1_003_balanced_b512_r1,2026-07-16T16:32:18+08:00,2026-07-16T16:33:05+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq531_budget512_temp0.0,w1_manual_prompts,w1_003,1,19,512,499,189,33544,67.222,33733,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,38.509,39.265,41.5,42.3,0,true,NA,true,none,"physical_run_id=w1_003_balanced_b512_r1;prompt=""Explain the difference between cloud AI and local AI."";difficulty=normal;max_seq_len=531;estimated_prompt_tokens=19;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=499;n_inter_token_gaps=498;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_003_balanced_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.846
w1_003_balanced_b512_r2,2026-07-16T16:33:06+08:00,2026-07-16T16:33:54+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq531_budget512_temp0.0,w1_manual_prompts,w1_003,2,19,512,499,188,33667,67.469,33855,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,39.265,39.721,41.9,42.6,0,true,NA,true,none,"physical_run_id=w1_003_balanced_b512_r2;prompt=""Explain the difference between cloud AI and local AI."";difficulty=normal;max_seq_len=531;estimated_prompt_tokens=19;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=499;n_inter_token_gaps=498;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_003_balanced_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,68.15,0.0,14.792
w1_003_balanced_b512_r3,2026-07-16T16:33:54+08:00,2026-07-16T16:34:42+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq531_budget512_temp0.0,w1_manual_prompts,w1_003,3,19,512,499,189,33885,67.906,34074,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,39.715,40.002,42.6,42.6,0,true,NA,true,none,"physical_run_id=w1_003_balanced_b512_r3;prompt=""Explain the difference between cloud AI and local AI."";difficulty=normal;max_seq_len=531;estimated_prompt_tokens=19;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=499;n_inter_token_gaps=498;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_003_balanced_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.7
w1_004_balanced_b512_r1,2026-07-16T16:34:42+08:00,2026-07-16T16:35:19+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_004,1,18,512,326,187,22023,67.555,22210,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,40.002,39.876,42.6,43.0,0,true,NA,true,none,"physical_run_id=w1_004_balanced_b512_r1;prompt=""Why does first-token latency matter in streaming chat?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=326;n_inter_token_gaps=325;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_004_balanced_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,68.8,0.0,14.758
