task,sample_id,dataset,source_id,subject,difficulty,requested_budget_tokens,budget_tokens,estimated_prompt_tokens,seq_len,returncode,runner_returncode,runner_reported_returncode,adb_pull_returncode,device_connection_status,error,prompt_tokens,generated_tokens,model_load_ms,ttft_ms,prefill_latency_ms,decode_latency_ms,inference_ms,e2e_latency_ms,prefill_token_per_sec,decode_token_per_sec,seq_len_stop,qnn_shards_restored,output_chars,replacement_chars,energy_j,average_power_w,energy_per_token_j,edp_j_s,start_voltage_v,end_voltage_v,start_current_a,end_current_a,start_power_w,end_power_w,start_skin_temp_c,end_skin_temp_c,max_skin_temp_c,peak_rss_mb,peak_vmhwm_mb,memory_use_mb,telemetry_sample_count,power_sample_count,energy_measurement_status,signed_net_battery_energy_j,signed_average_battery_power_w,external_powered_start,external_powered_end,power_sources_start,power_sources_end,telemetry_path,output_path,log_path,predicted_answer,gold_answer,normalized_predicted_answer,normalized_gold_answer,answer_parse_method,score_method,score_correct
MATH500,math500_0011,MATH500,test/number_theory/1032.json,Number Theory,3,128,128,64,192,0,0,0,0,,,64,127,1214,125,125,7406,7531,7531,512,17.1483,True,4,476,0,4.56298344126122,0.6058934326465568,0.03592900347449779,34.363828296138244,4.177181818181818,4.209042789223455,0.2017272727272727,0.06989302694136292,0.8426514958677686,0.29418274106454423,37.19050649350649,37.35519334389857,37.35519334389857,93.16796875,1062.34765625,1062.34765625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0011/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0011/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0011/runner.log,NA,2220,NA,2220,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0012,MATH500,test/intermediate_algebra/1197.json,Intermediate Algebra,5,128,128,98,226,0,0,0,0,,,98,127,1219,127,127,7375,7502,7502,771.654,17.2203,True,4,332,0,4.745368685611741,0.6325471455094296,0.03736510776072237,35.59975587945928,4.202683151718357,4.207163179916318,0.10519698239731767,0.07857740585774058,0.4421095855328196,0.3305879686980269,37.459577535624476,37.60319665271967,37.60319665271967,93.125,1062.19140625,1062.19140625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0012/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0012/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0012/runner.log,NA,\frac{3}{56},NA,\frac{3}{56},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0013,MATH500,test/number_theory/737.json,Number Theory,5,128,128,110,238,0,0,0,0,,,110,127,1244,127,127,7408,7535,7535,866.142,17.1436,True,4,374,0,4.485737410089469,0.5953201605958154,0.0353207670085785,33.800031385024155,4.206050890585242,4.186905383360521,0.09891094147582698,0.16439070146818924,0.41602445348302686,0.6882883129515739,37.68792366412214,37.83242903752039,37.83242903752039,67.58203125,1062.69140625,1062.69140625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0013/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0013/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0013/runner.log,NA,284,NA,284,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0014,MATH500,test/geometry/248.json,Geometry,2,128,128,214,342,0,0,0,0,,,214,127,1226,251,251,7384,7635,7635,852.59,17.1993,True,4,415,0,4.431324744440993,0.5803961682306474,0.034892320822370024,33.833164423806984,4.203991438356164,4.190350364963503,0.10097431506849315,0.11686131386861315,0.42449515604182303,0.48968984921945763,37.93384589041096,38.10147445255474,38.10147445255474,67.640625,1062.4765625,1062.4765625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0014/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0014/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0014/runner.log,NA,5,NA,5,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0015,MATH500,test/precalculus/1303.json,Precalculus,1,128,128,151,279,0,0,0,0,,,151,127,1219,248,248,7391,7639,7639,608.871,17.1831,True,4,375,0,4.704465639047138,0.6158483622263565,0.03704303652793022,35.937413016681084,4.201,4.186578947368421,0.10483920894239036,0.13917543859649123,0.4404295167669819,0.5826689612188366,38.200649183147036,38.3621403508772,38.3621403508772,93.0859375,1062.02734375,1062.02734375,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0015/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0015/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0015/runner.log,NA,\sqrt{51},NA,\sqrt{51},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0016,MATH500,test/precalculus/990.json,Precalculus,5,128,128,217,345,0,0,0,0,,,217,127,1204,248,248,7382,7630,7630,875,17.204,True,4,389,0,5.076383680176912,0.6653189620153227,0.03997152504076309,38.73280747974984,4.166128664495114,4.184772990886495,0.22523778501628666,0.1565376967688484,0.9383695924837399,0.655074725493857,38.452729641693814,38.602371996685996,38.602371996685996,93.1796875,1062.16796875,1062.16796875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0016/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0016/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0016/runner.log,NA,6 - 5i,NA,6-5i,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0017,MATH500,test/intermediate_algebra/134.json,Intermediate Algebra,1,128,128,62,190,0,0,0,0,,,62,127,1252,127,127,7398,7525,7525,488.189,17.1668,True,4,324,0,4.594663459299542,0.6105865062192082,0.03617845243542946,34.57484253122906,4.2058348472336915,4.204503523884104,0.08754830718414533,0.0806922474549726,0.36821372117139817,0.3392708387745604,38.68107266721717,38.78070634299139,38.78070634299139,67.2890625,1062.30078125,1062.30078125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0017/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0017/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0017/runner.log,NA,-50,NA,-50,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0018,MATH500,test/precalculus/1199.json,Precalculus,4,128,128,250,378,0,0,0,0,,,250,127,1248,252,252,7380,7632,7632,992.063,17.2087,True,4,389,0,4.532242076534347,0.5938472322503076,0.03568694548452242,34.59007152811014,4.202970238095238,4.198033524121014,0.11010204081632653,0.06119378577269011,0.46275560070456756,0.2568935641416326,38.85697448979592,38.98222730989371,38.98222730989371,67.21875,1062.13671875,1062.13671875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0018/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0018/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0018/runner.log,NA,\pi,NA,\pi,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0019,MATH500,test/geometry/434.json,Geometry,1,128,128,189,317,0,0,0,0,,,189,127,1246,251,251,7388,7639,7639,752.988,17.19,True,4,458,0,4.2695545983945955,0.5589153813842905,0.03361854014483934,32.61512757713631,4.201998278829604,4.185179611650486,0.10797934595524956,0.1444611650485437,0.4537290258531051,0.6045959226364408,39.075977624784855,39.19392394822006,39.19392394822006,67.4296875,1062.30078125,1062.30078125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0019/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0019/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0019/runner.log,NA,28,NA,28,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0020,MATH500,test/intermediate_algebra/1000.json,Intermediate Algebra,3,128,128,86,214,0,0,0,0,,,86,127,1215,127,127,7318,7445,7445,677.165,17.3545,True,4,306,0,4.465753915804592,0.5998326280462849,0.035163416659878675,33.24753790316519,4.197958788898235,4.18680193236715,0.09416484440706475,0.13499838969404188,0.3953001361838723,0.565211518837468,39.27746425567704,39.39800805152979,39.39800805152979,93.109375,1062.5234375,1062.5234375,16,16,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0020/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0020/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0020/runner.log,NA,3,NA,3,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0021,MATH500,test/algebra/1098.json,Algebra,3,128,128,51,179,0,0,0,0,,,51,127,1237,120,120,7369,7489,7489,425,17.2344,True,4,402,0,4.846040388869738,0.6470877805941698,0.03815779833755699,36.291996472245465,4.2,4.203635189669088,0.09392314118629908,0.08817191283292979,0.39447719298245615,0.3706425555249391,39.4777694235589,39.63270702179177,39.63270702179177,67.34375,1062.3203125,1062.3203125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0021/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0021/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0021/runner.log,NA,6+9i,NA,6+9i,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0022,MATH500,test/intermediate_algebra/607.json,Intermediate Algebra,3,128,128,68,196,0,0,0,0,,,68,127,1215,122,122,7358,7480,7480,557.377,17.2601,True,4,332,0,4.864726162616044,0.6503644602427866,0.03830493041429956,36.38815169636801,4.188560271646859,4.18764,0.14575891341256367,0.13718000000000002,0.6105199939582786,0.5744604552000001,39.72055178268251,39.80029,39.80029,93.41015625,1062.55078125,1062.55078125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0022/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0022/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0022/runner.log,NA,13535,NA,13535,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0023,MATH500,test/algebra/1837.json,Algebra,5,128,128,166,294,0,0,0,0,,,166,127,1280,236,236,7343,7579,7579,703.39,17.2954,True,4,503,0,4.82567567091479,0.6367166738243555,0.03799744622767551,36.57379590986319,4.2029615076182845,4.180605035405193,0.08712028869286287,0.14361290322580644,0.3661632199086951,0.6003888263749652,39.88200962309543,39.95801652242329,39.95801652242329,67.0859375,1062.23046875,1062.23046875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0023/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0023/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0023/runner.log,NA,5,NA,5,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0024,MATH500,test/algebra/2193.json,Algebra,5,128,128,67,195,0,0,0,0,,,67,127,1255,120,120,7348,7468,7468,558.333,17.2836,True,4,338,0,4.376664237630382,0.5860557361583264,0.03446192313094789,32.68492852662369,4.199990251827782,4.196391052195526,0.09589277010560521,0.08942087821043909,0.40274869966430443,0.37524497320175254,40.035058489033304,40.12462303231152,40.12462303231152,67.22265625,1062.15234375,1062.15234375,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0024/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0024/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0024/runner.log,NA,x=5,NA,x=5,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0025,MATH500,test/algebra/2427.json,Algebra,5,128,128,142,270,0,0,0,0,,,142,127,1240,235,235,7363,7598,7598,604.255,17.2484,True,4,510,0,4.600630034617232,0.6055054007129814,0.036225433343442776,34.95558700302173,4.17349302707137,4.184299674267101,0.17825430680885973,0.13610097719869707,0.7439431065122166,0.5694872745599423,40.20736013125513,40.29837133550489,40.29837133550489,67.13671875,1062.13671875,1062.13671875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0025/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0025/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0025/runner.log,NA,10,NA,10,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0026,MATH500,test/intermediate_algebra/1388.json,Intermediate Algebra,5,128,128,118,246,0,0,0,0,,,118,127,1212,120,120,7345,7465,7465,983.333,17.2907,True,4,334,0,5.042448102541233,0.6754786473598436,0.039704315768041204,37.6418750854703,4.15404643714972,4.186102481985588,0.2513698959167334,0.13396076861489192,1.0442022205396024,0.5607735059874962,40.37361569255404,40.4494195356285,40.4494195356285,93.19140625,1062.171875,1062.171875,16,16,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0026/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0026/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0026/runner.log,NA,"1,-2",NA,"1,-2",missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0027,MATH500,test/counting_and_probability/525.json,Counting & Probability,5,128,128,91,219,0,0,0,0,,,91,127,1273,121,121,7349,7470,7470,752.066,17.2813,True,4,466,0,4.7189558321410034,0.6317209949318613,0.03715713253654333,35.25060006609329,4.204644122383253,4.187353177795655,0.07676650563607085,0.12929364440868865,0.32277583671860616,0.5413981527835039,40.522328502415455,40.639951729686246,40.639951729686246,67.26953125,1062.1953125,1062.1953125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0027/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0027/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0027/runner.log,NA,144,NA,144,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
