task,sample_id,dataset,source_id,subject,difficulty,requested_budget_tokens,budget_tokens,estimated_prompt_tokens,seq_len,returncode,runner_returncode,runner_reported_returncode,adb_pull_returncode,device_connection_status,error,prompt_tokens,generated_tokens,model_load_ms,ttft_ms,prefill_latency_ms,decode_latency_ms,inference_ms,e2e_latency_ms,prefill_token_per_sec,decode_token_per_sec,seq_len_stop,qnn_shards_restored,output_chars,replacement_chars,energy_j,average_power_w,energy_per_token_j,edp_j_s,start_voltage_v,end_voltage_v,start_current_a,end_current_a,start_power_w,end_power_w,start_skin_temp_c,end_skin_temp_c,max_skin_temp_c,peak_rss_mb,peak_vmhwm_mb,memory_use_mb,telemetry_sample_count,power_sample_count,energy_measurement_status,signed_net_battery_energy_j,signed_average_battery_power_w,external_powered_start,external_powered_end,power_sources_start,power_sources_end,telemetry_path,output_path,log_path,hammer_type,language,split,source_index,original_id,predicted_name,gold_name,predicted_parameters_json,gold_parameters_json,output_parsed,output_parse_error,rejected,function_correct,arguments_correct,parameter_hallucination_count,parameter_missing_count,score_correct
HAMMERBENCH,ST-External_00010,hammerbench-en-single-turn,ST-External,,,128,128,474,602,0,0,0,0,,,474,31,1520,507,507,2086,2593,2593,934.911,14.861,False,4,117,0,0.6638754897468417,0.2560260276694338,0.02141533837893038,1.7214291449135606,4.329016420361248,4.349486133768353,0.08266174055829228,0.01141109298531811,0.35784403221248867,0.04963239071078243,34.25716912972085,34.33806525285481,34.33806525285481,35.046875,1003.90234375,1003.90234375,9,9,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00010/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00010/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00010/runner.log,ST-External,en,single-turn,10,ST-External,Navigation.TrafficViolations.viewDriverInfo,Navigation.TrafficViolations.viewDriverInfo,"{""driver_license_number"":""D5566778899""}","{""driver_license_number"":""D5566778899""}",True,,False,True,True,0,0,True
HAMMERBENCH,ST-External_00011,hammerbench-en-single-turn,ST-External,,,128,128,541,669,0,0,0,0,,,541,29,1491,648,648,1941,2589,2589,834.877,14.9408,False,4,129,0,0.561587280127028,0.2169128158080448,0.01936507862506993,1.4539494682488754,4.313352517985611,4.319864168618267,0.060338129496402874,0.01309367681498829,0.2602596227938512,0.056562905308535666,34.44823741007195,34.515932084309135,34.515932084309135,35.17578125,1003.875,1003.875,9,9,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00011/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00011/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00011/runner.log,ST-External,en,single-turn,11,ST-External,Navigation.DriverLicenseDetails.viewDriverLicenseDetails,Navigation.TrafficViolations.viewDriverInfo,"{""driver_license_number"":""E123987654""}","{""driver_license_number"":""E123987654""}",True,,False,False,True,0,0,False
HAMMERBENCH,ST-External_00012,hammerbench-en-single-turn,ST-External,,,128,128,460,588,0,0,0,0,,,460,27,222469,473,473,1808,2281,2281,972.516,14.9336,False,4,103,0,0.46228816581497884,0.20266907751643087,0.01712178391907329,1.0544793062239668,4.275310624493106,4.338453839516825,0.18012976480129764,0.033525452976704055,0.7701106972424322,0.1454486301883225,29.751392538523927,30.13505090595341,30.13505090595341,34.95703125,1003.859375,1003.859375,9,9,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00012/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00012/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00012/runner.log,ST-External,en,single-turn,12,ST-External,Navigation.TrafficViolations.viewCarInfo,Navigation.TrafficViolations.viewCarInfo,"{""plate_number"":""YueB12345""}","{""plate_number"":""Yue B12345""}",True,,False,True,False,0,0,False
HAMMERBENCH,ST-External_00013,hammerbench-en-single-turn,ST-External,,,128,128,475,603,0,0,0,0,,,475,28,1545,509,509,1875,2384,2384,933.202,14.9333,False,4,107,0,0.6399212455026888,0.26842334123434936,0.0228543301965246,1.52557224927841,4.303076672104405,4.353205645161291,0.12778466557911908,0.010673387096774194,0.5498672135061701,0.0464634489626691,30.603908646003262,30.98035483870968,30.98035483870968,34.6484375,1003.61328125,1003.61328125,9,9,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00013/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00013/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00013/runner.log,ST-External,en,single-turn,13,ST-External,Navigation.TrafficViolations.viewCarInfo,Navigation.TrafficViolations.viewCarInfo,"{""plate_number"":""BEIJINGC98765""}","{""plate_number"":""Beijing C98765""}",True,,False,True,False,0,0,False
HAMMERBENCH,ST-External_00014,hammerbench-en-single-turn,ST-External,,,128,128,546,674,0,0,0,0,,,546,51,1662,635,635,3399,4034,4034,859.843,15.0044,False,4,217,0,0.8550992381403609,0.2119730387060885,0.01676665172824237,3.449470326658216,4.308314769975786,4.312271020408163,0.10510250201775626,0.059945306122448985,0.4528146618045092,0.2585004064013328,31.42965940274415,31.863608979591834,31.863608979591834,35.21484375,1003.76171875,1003.76171875,12,12,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00014/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00014/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00014/runner.log,ST-External,en,single-turn,14,ST-External,Navigation.TrafficViolations.appealViolation,Navigation.TrafficViolations.appealViolation,"{""plate_number"":""YueB12345"",""time"":""time mentioned in the text message"",""appeal_reason"":""the timer is not turned on during parking hours""}","{""appeal_reason"":""Parking timer is not on"",""plate_number"":""Yue B12345"",""time"":""March 15, 2023""}",True,,False,True,False,0,0,False
HAMMERBENCH,ST-External_00015,hammerbench-en-single-turn,ST-External,,,128,128,528,656,0,0,0,0,,,528,90,1609,629,629,5991,6620,6620,839.428,15.0225,False,4,342,0,1.9778640758847692,0.29877100844180804,0.02197626750983077,13.093460182357171,4.3280666666666665,4.3556682615629985,0.09786666666666664,0.006376395534290265,0.42357345777777766,0.027773463651880145,32.19586666666667,32.789712918660285,32.789712918660285,34.984375,1003.78125,1003.78125,16,16,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00015/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00015/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00015/runner.log,ST-External,en,single-turn,15,ST-External,Navigation.TrafficViolations.appealViolation,Navigation.TrafficViolations.appealViolation,"{""appeal_reason"":""Last Friday at 3pm, my car was mistaken for retrograde and illegally parked at the intersection of South Road and East Avenue, affecting traffic order, please deal with it as soon as possible."",""plate_number"":""京C98765"",""time"":""2023-02-10 13:30""}","{""appeal_reason"":""Mistaken for retrograde"",""plate_number"":""Beijing C98765"",""time"":""Last Friday at 3pm""}",True,,False,True,False,0,0,False
HAMMERBENCH,ST-External_00016,hammerbench-en-single-turn,ST-External,,,128,128,524,652,0,0,0,0,,,524,27,26585,624,624,1804,2428,2428,839.744,14.9667,False,4,109,0,0.7409652820938842,0.30517515736980405,0.027443158596069786,1.7990637049239508,4.356071485943775,4.332826589595376,0.02342008032128514,0.018630057803468207,0.10201954408606312,0.08072080981656587,30.175518875502007,30.461190751445084,30.461190751445084,34.90234375,1004.0234375,1004.0234375,10,10,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00016/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00016/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00016/runner.log,ST-External,en,single-turn,16,ST-External,Navigation.TrafficViolations.viewCarInsurance,Navigation.TrafficViolations.viewCarInsurance,"{""plate_number"":""Gan B77777""}","{""plate_number"":""Gan B77777""}",True,,False,True,True,0,0,True
HAMMERBENCH,ST-External_00017,hammerbench-en-single-turn,ST-External,,,128,128,487,615,0,0,0,0,,,487,26,223954,524,524,1750,2274,2274,929.389,14.8571,False,4,108,0,0.6661812886759293,0.2929557118187904,0.025622357256766513,1.5148962504490633,4.330491056910569,4.354437194127243,0.06278048780487805,0.0153278955954323,0.27187034098750745,0.06674435868844955,29.014424390243903,29.246288743882545,29.246288743882545,35.125,1003.8359375,1003.8359375,10,10,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00017/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00017/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00017/runner.log,ST-External,en,single-turn,17,ST-External,Navigation.TrafficViolations.viewCarInsurance,Navigation.TrafficViolations.viewCarInsurance,"{""plate_number"":""Su E13579""}","{""plate_number"":""Su E13579""}",True,,False,True,True,0,0,True
HAMMERBENCH,ST-External_00018,hammerbench-en-single-turn,ST-External,,,128,128,526,654,0,0,0,0,,,526,25,121994,645,645,1672,2317,2317,815.504,14.9522,False,4,130,0,0.9193087094026549,0.3967668145889749,0.03677234837610619,2.1300382796859516,4.336786699107867,4.328291838417147,0.0358191403081914,0.06693981863149216,0.15533997126204294,0.2897350706478116,28.687498783454988,28.99484253915911,28.99484253915911,34.94921875,1003.84375,1003.84375,9,9,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00018/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00018/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00018/runner.log,ST-External,en,single-turn,18,ST-External,Navigation.TrafficViolations.queryDrivingLicensePoints,Navigation.TrafficViolations.queryDrivingLicensePoints,"{""driving_license_number"":""EKCardNumber""}","{""driving_license_number"":""A123456789""}",True,,False,True,False,0,0,False
HAMMERBENCH,ST-External_00019,hammerbench-en-single-turn,ST-External,,,128,128,459,587,0,0,0,0,,,459,32,1812,511,511,2162,2673,2673,898.239,14.8011,False,4,128,0,0.6327964632611547,0.2367364247142367,0.019774889476911084,1.6914649462970666,4.309838150289017,4.341657303370787,0.07340379851362511,0.014375601926163724,0.3163584912101497,0.06241393709307988,29.525622625928982,29.92160995184591,29.92160995184591,34.56640625,1003.58203125,1003.58203125,10,10,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00019/telemetry.csv,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00019/generated_text.txt,/home/lyyyy/pace/results/oneplus/hammerbench-en-single-turn_qwen2.5-3b_w4a16-block16_balanced/hammerbench/ST-External_00019/runner.log,ST-External,en,single-turn,19,ST-External,Navigation.TrafficViolations.queryDrivingLicensePoints,Navigation.TrafficViolations.queryDrivingLicensePoints,"{""driving_license_number"":""B987654321""}","{""driving_license_number"":""B987654321""}",True,,False,True,True,0,0,True
