task,sample_id,dataset,source_id,subject,difficulty,requested_budget_tokens,budget_tokens,estimated_prompt_tokens,seq_len,returncode,runner_returncode,runner_reported_returncode,adb_pull_returncode,device_connection_status,error,prompt_tokens,generated_tokens,model_load_ms,ttft_ms,prefill_latency_ms,decode_latency_ms,inference_ms,e2e_latency_ms,prefill_token_per_sec,decode_token_per_sec,seq_len_stop,qnn_shards_restored,output_chars,replacement_chars,energy_j,average_power_w,energy_per_token_j,edp_j_s,start_voltage_v,end_voltage_v,start_current_a,end_current_a,start_skin_temp_c,end_skin_temp_c,max_skin_temp_c,peak_rss_mb,peak_vmhwm_mb,memory_use_mb,telemetry_sample_count,power_sample_count,energy_measurement_status,signed_net_battery_energy_j,signed_average_battery_power_w,external_powered_start,external_powered_end,power_sources_start,power_sources_end,telemetry_path,output_path,log_path,predicted_answer,gold_answer,normalized_predicted_answer,normalized_gold_answer,answer_parse_method,score_method,score_correct,start_power_w,end_power_w
GSM8K,gsm8k_0011,GSM8K,11,Grade School Math,,128,128,126,254,0,0,0,0,,,126,127,1173,128,128,7556,7684,7684,984.375,16.8078,True,4,389,0,3.16144123513096,0.41143170681038,0.024893238071897323,24.292514450746296,4.1280706382978725,4.174044105173876,0.10213872340425531,0.04768702290076336,38.48458127659575,38.60188549618321,38.60188549618321,91.83984375,1061.25,1061.25,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0011/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0011/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0011/runner.log,NA,366,NA,366,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0012,GSM8K,12,Grade School Math,,128,128,130,258,0,0,0,0,,,130,127,1170,256,256,7571,7827,7827,507.812,16.7745,True,4,374,0,3.271948302626389,0.4180335125369093,0.02576337246162511,25.609539364656747,4.133038590604027,4.160846740050804,0.2019127516778524,0.09829889923793396,38.656,38.73916088060965,38.73916088060965,91.73046875,1060.93359375,1060.93359375,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0012/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0012/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0012/runner.log,NA,694,NA,694,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0013,GSM8K,13,Grade School Math,,128,128,133,261,0,0,0,0,,,133,127,1128,252,252,7583,7835,7835,527.778,16.748,True,4,448,0,3.065318677356738,0.39123403667603546,0.02413636753824203,24.01677183709004,4.141356666666667,4.156,0.12952333333333335,0.10286893617021277,38.776939999999996,38.848975319148934,38.848975319148934,92.49609375,1061.66015625,1061.66015625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0013/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0013/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0013/runner.log,18,13,18,13,exact_answer_phrase,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0014,GSM8K,14,Grade School Math,,128,128,123,251,0,0,0,0,,,123,127,1150,129,129,7568,7697,7697,953.488,16.7812,True,4,436,0,3.497471699544331,0.45439414051504884,0.02753914724050654,26.920039671392715,4.126535379369139,4.17595652173913,0.20439386189258313,0.0511304347826087,38.880222506393864,38.94691304347826,38.94691304347826,92.34765625,1061.2421875,1061.2421875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0014/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0014/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0014/runner.log,NA,18,NA,18,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0015,GSM8K,15,Grade School Math,,128,128,118,246,0,0,0,0,,,118,127,1129,131,131,7595,7726,7726,900.763,16.7215,True,4,507,0,3.67225890505517,0.4753117920081763,0.028915424449253307,28.371872300456246,4.132957912457912,4.166767599660729,0.1576835016835017,0.0806217133163698,38.98604040404041,39.017081424936386,39.017081424936386,92.375,1061.54296875,1061.54296875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0015/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0015/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0015/runner.log,NA,60,NA,60,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0016,GSM8K,16,Grade School Math,,128,128,160,288,0,0,0,0,,,160,127,1159,256,256,7582,7838,7838,625,16.7502,True,4,431,0,3.4755782182447854,0.4434266672932872,0.02736675762397469,27.24158207460263,4.128587194608256,4.15351256281407,0.20570935130581297,0.09744221105527638,39.06238837405223,39.11836683417085,39.11836683417085,92.265625,1061.17578125,1061.17578125,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0016/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0016/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0016/runner.log,NA,125,NA,125,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0017,GSM8K,17,Grade School Math,,128,128,119,247,0,0,0,0,,,119,127,1133,127,127,7611,7738,7738,937.008,16.6864,True,4,481,0,3.5763753621813628,0.4621834275240841,0.028160435922687896,27.673992552559387,4.146226351351351,4.173798290598291,0.1056114864864865,0.0514008547008547,39.158,39.14117435897436,39.158,92.4765625,1061.5390625,1061.5390625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0017/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0017/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0017/runner.log,NA,230,NA,230,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0018,GSM8K,18,Grade School Math,,128,128,123,251,0,0,0,0,,,123,127,1152,131,131,7574,7705,7705,938.931,16.7679,True,4,353,0,3.413207660136781,0.4429860688042545,0.02687565086721875,26.298765021353898,4.14514824120603,4.172221360895779,0.06258793969849247,0.05815762273901809,39.18214070351759,39.232118863049095,39.232118863049095,92.19921875,1061.69140625,1061.69140625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0018/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0018/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0018/runner.log,57500,57500,57500,57500,exact_answer_phrase,gsm8k_numeric_exact,True,,
GSM8K,gsm8k_0019,GSM8K,19,Grade School Math,,128,128,94,222,0,0,0,0,,,94,127,1148,126,126,7592,7718,7718,746.032,16.7281,True,4,399,0,3.509262242815159,0.45468544218905926,0.02763198616389889,27.084485990047398,4.125875,4.171861836562763,0.137125,0.04987784330244313,39.271125,39.330512215669756,39.330512215669756,92.19140625,1061.3125,1061.3125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0019/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0019/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0019/runner.log,NA,7,NA,7,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0020,GSM8K,20,Grade School Math,,128,128,131,259,0,0,0,0,,,131,127,1141,254,254,7588,7842,7842,515.748,16.737,True,4,496,0,3.438334975417093,0.43845128480197565,0.02707350374344168,26.963422877220843,4.160279461279462,4.1512063086104005,0.06365488215488216,0.111154305200341,39.365161616161615,39.416,39.416,92.4609375,1061.1015625,1061.1015625,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0020/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0020/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0020/runner.log,NA,6,NA,6,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0021,GSM8K,21,Grade School Math,,128,128,129,257,0,0,0,0,,,129,127,1161,255,255,7574,7829,7829,505.882,16.7679,True,4,435,0,3.0874285577802687,0.3943579713603613,0.024310461084884005,24.171478178861722,4.150747107438017,4.151123737373737,0.11351074380165288,0.11767929292929294,39.453,39.428,39.453,91.8671875,1060.9140625,1060.9140625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0021/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0021/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0021/runner.log,NA,15,NA,15,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0022,GSM8K,22,Grade School Math,,128,128,111,239,0,0,0,0,,,111,127,1165,128,128,7570,7698,7698,867.188,16.7768,True,4,534,0,3.7346146904582946,0.48514090548951605,0.02940641488549838,28.749063887147955,4.124397641112047,4.1676725738396625,0.2252139848357203,0.052001687763713084,39.465413647851726,39.50680759493671,39.50680759493671,92.28515625,1061.2890625,1061.2890625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0022/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0022/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0022/runner.log,NA,14,NA,14,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0023,GSM8K,23,Grade School Math,,128,128,121,249,0,0,0,0,,,121,127,1166,128,128,7597,7725,7725,945.312,16.7171,True,4,446,0,3.541151907524612,0.4584015414271343,0.027883085886020568,27.355398485627628,4.119127986348123,4.158182749786507,0.2607696245733788,0.08672758326216908,39.541,39.587847139197265,39.587847139197265,92.58984375,1061.64453125,1061.64453125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0023/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0023/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0023/runner.log,NA,7,NA,7,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0024,GSM8K,24,Grade School Math,,128,128,106,234,0,0,0,0,,,106,127,1163,128,128,7578,7706,7706,828.125,16.759,True,4,412,0,3.5050203380543423,0.45484302336547394,0.027598585339010568,27.009686725046762,4.140091063829787,4.1721908396946565,0.1514408510638298,0.03260899067005937,39.62740255319149,39.651264631043254,39.651264631043254,92.30859375,1061.046875,1061.046875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0024/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0024/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0024/runner.log,NA,8,NA,8,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0025,GSM8K,25,Grade School Math,,128,128,105,233,0,0,0,0,,,105,127,1163,130,130,7605,7735,7735,807.692,16.6995,True,4,458,0,3.5815052399567406,0.46302588751864776,0.028200828661076698,27.70294303106539,4.12161049957663,4.153539574468085,0.22099237933954274,0.0909795744680851,39.67861473327688,39.71953957446809,39.71953957446809,92.12890625,1061.25,1061.25,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0025/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0025/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0025/runner.log,NA,26,NA,26,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0026,GSM8K,26,Grade School Math,,128,128,133,261,0,0,0,0,,,133,127,1159,256,256,7573,7829,7829,519.531,16.7701,True,4,427,0,3.3279984760459826,0.42508602325277595,0.026204712409810888,26.054900068964,4.162509623430962,4.151,0.0579489539748954,0.1031608623548922,39.752,39.808,39.808,92.3046875,1061.58203125,1061.58203125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0026/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0026/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0026/runner.log,NA,2,NA,2,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0027,GSM8K,27,Grade School Math,,128,128,134,262,0,0,0,0,,,134,127,1154,254,254,7602,7856,7856,527.559,16.7061,True,4,425,0,3.6222169678753926,0.4610764979474787,0.028521393447837738,28.456136499629086,4.138820982514571,4.160740740740741,0.13863946711074104,0.06642087542087542,39.83823064113239,39.88138383838383,39.88138383838383,92.55859375,1061.53125,1061.53125,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0027/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0027/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0027/runner.log,NA,243,NA,243,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0028,GSM8K,28,Grade School Math,,128,128,124,252,0,0,0,0,,,124,127,1173,128,128,7569,7697,7697,968.75,16.779,True,4,444,0,3.0755850459040386,0.39958231075796263,0.024217205085858572,23.672778098323384,4.1487696245733785,4.144896081771721,0.10169112627986347,0.11943185689948893,39.907839590443686,39.831431856899485,39.907839590443686,92.01171875,1061.1328125,1061.1328125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0028/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0028/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0028/runner.log,NA,16,NA,16,missing_answer_marker,gsm8k_numeric_exact,False,,
